"CMTE_ID","CMTE_NM","TRES_NM","CMTE_ST1","CMTE_ST2","CMTE_CITY","CMTE_ST","CMTE_ZIP","CMTE_DSGN","CMTE_TP","CMTE_PTY_AFFILIATION","CMTE_FILING_FREQ","ORG_TP","CONNECTED_ORG_NM","CAND_ID","robin_id","display_name","group","type","id","dataset","dataset_id"
"C00022343","INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA, INC. POLITICAL ACTION COMMITTEE (INSURPAC)","RIEDEL, NATHAN M.","20 F STREET, NW SUITE 610","","WASHINGTON","DC","20001","B","Q","","M","T","INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA, INC.","","1583200173281726840","INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA, INC. POLITICAL ACTION COMMITTEE (INSURPAC)","","Committee","C00022343","fec","C00022343"
"C00022368","NATIONAL ASSOCIATION OF CHAIN DRUG STORES, INC. POLITICAL ACTION COMMITTEE","FITZSIMMONS, DAVID M.","1776 WILSON BOULEVARD","SUITE 200","ARLINGTON","VA","22209","B","Q","UNK","Q","T","NATIONAL ASSOCIATION OF CHAIN DRUG STORES, INC.","","1583200173282687141","NATIONAL ASSOCIATION OF CHAIN DRUG STORES, INC. POLITICAL ACTION COMMITTEE","UNK","Committee","C00022368","fec","C00022368"
"C00022756","DARIGOLD POLITICAL ACTION COMMITTEE FKA NORTH PACIFIC DAIRY","STEVE MATZEN","PO BOX 80627","","SEATTLE","WA","98108","U","Q","UNK","Q","V","DARIGOLD","","1583200173282418337","DARIGOLD POLITICAL ACTION COMMITTEE FKA NORTH PACIFIC DAIRY","UNK","Committee","C00022756","fec","C00022756"
"C00022988","AMERICAN HORTICULTURE INDUSTRY ASSOCIATION - POLITICAL ACTION COMMITTEE (AMERICANHORT PAC)","LIMBERT, KAREN L","525 9TH STREET NW","SUITE #800","WASHINGTON","DC","20004","U","Q","UNK","Q","T","AMERICAN HORTICULTURE INDUSTRY ASSOCIATION","","1583200173282747969","AMERICAN HORTICULTURE INDUSTRY ASSOCIATION - POLITICAL ACTION COMMITTEE (AMERICANHORT PAC)","UNK","Committee","C00022988","fec","C00022988"
"C00023028","NATIONAL COTTON COUNCIL OF AMERICA COMMITTEE FOR THE ADVANCEMENT OF COTTON","DUNLOW, DAVID M. MR.","P.O. BOX 2995","","CORDOVA","TN","380882995","U","Q","UNK","Q","T","NATIONAL COTTON COUNCIL OF AMERICA","","1583200173282889368","NATIONAL COTTON COUNCIL OF AMERICA COMMITTEE FOR THE ADVANCEMENT OF COTTON","UNK","Committee","C00023028","fec","C00023028"
"C00023580","NATIONAL ASSOCIATION OF LETTER CARRIERS OF U.S.A. POLITICAL FUND (LETTER CARRIER POLITICAL FUND)","RENFROE, BRIAN","100 INDIANA AVE., N. W.","","WASHINGTON","DC","20001","B","Q","UNK","M","L","BRANCH 193 NATIONAL ASSOCIATION OF LETTER CARRIERS POLITICAL ACTION COMMITTEE","","1583200173282720722","NATIONAL ASSOCIATION OF LETTER CARRIERS OF U.S.A. POLITICAL FUND (LETTER CARRIER POLITICAL FUND)","UNK","Committee","C00023580","fec","C00023580"
"C00023754","POLITICAL ACTION COUNCIL OF EDUCATORS(UNITED TEACHERS-LOS ANGELES)","GREGG SOLKOVITS","3303 WILSHIRE BOULEVARD 10TH FLOOR","","LOS ANGELES","CA","90010","U","Q","UNK","Q","L","","","1583200173283409868","POLITICAL ACTION COUNCIL OF EDUCATORS(UNITED TEACHERS-LOS ANGELES)","UNK","Committee","C00023754","fec","C00023754"
"C00023838","CONNECTICUT REPUBLICAN PARTY","PYNE, WARNER C. III","176 LANING STREET","","SOUTHINGTON","CT","064891642","U","Y","REP","M","","NONE","","1583200173283631650","CONNECTICUT REPUBLICAN PARTY","REP","Committee","C00023838","fec","C00023838"
"C00024281","NORTH AMERICAN MEAT INSTITUTE POLITICAL ACTION COMMITTEE","THOMSON, PETE MR.","1150 CONNECTICUT AVENUE, NW","SUITE 1200","WASHINGTON","DC","20036","B","Q","UNK","Q","T","AMERICAN MEAT INSTITUTE","","1583200173283535957","NORTH AMERICAN MEAT INSTITUTE POLITICAL ACTION COMMITTEE","UNK","Committee","C00024281","fec","C00024281"
"C00024349","ALASKA AIR GROUP INC. POLITICAL ACTION COMMITTEE","PEDERSEN, BRANDON","19300 INTERNATIONAL BLVD","","SEATTLE","WA","98188","B","Q","NNE","M","C","ALASKA AIR GROUP INC. POLITICAL ACTION COMMITTEE","","1583200173283600432","ALASKA AIR GROUP INC. POLITICAL ACTION COMMITTEE","NNE","Committee","C00024349","fec","C00024349"
"C00024372","DEMOCRATIC PARTY OF ARKANSAS","UNGER, JOHN","1300 WEST CAPITOL AVE","","LITTLE ROCK","AR","72201","U","Y","DEM","M","","DOLLARS FOR DEMOCRATS","","1583200173283159800","DEMOCRATIC PARTY OF ARKANSAS","DEM","Committee","C00024372","fec","C00024372"
"C00024422","SUPPORTERS OF ENGINEERS LOCAL 3 ENDORSED CANDIDATES","REDING, DAN","1620 SOUTH LOOP ROAD","","ALAMEDA","CA","94502","U","Q","NAT","Q","L","OPERATING ENGINEERS LOCAL UNION #3","","1583200173283496804","SUPPORTERS OF ENGINEERS LOCAL 3 ENDORSED CANDIDATES","NAT","Committee","C00024422","fec","C00024422"
"C00024521","AMERICAN ASSOCIATION FOR JUSTICE POLITICAL ACTION COMMITTEE (AAJ PAC)","TUREEN, HEATHER","777 6TH STREET, NW","SUITE 200","WASHINGTON","DC","20001","B","Q","UNK","M","T","AMERICAN ASSOCIATION FOR JUSTICE","","1583200173283290595","AMERICAN ASSOCIATION FOR JUSTICE POLITICAL ACTION COMMITTEE (AAJ PAC)","UNK","Committee","C00024521","fec","C00024521"
"C00024679","VERMONT DEMOCRATIC PARTY","GOSH, BILLI","PO BOX 1220","","MONTPELIER","VT","05601","U","Y","DEM","M","","DOLLARS FOR DEMOCRATS","","1583200173283897760","VERMONT DEMOCRATIC PARTY","DEM","Committee","C00024679","fec","C00024679"
"C00024752","MATSON, INC. FEDERAL ELECTION COMMITTEE","BOWLER, BENEDICT J.","555 12TH STREET","8TH FLOOR","OAKLAND","CA","94607","U","Q","UNK","M","C","MATSON, INC. FEDERAL ELECTION COMMITTEE","","1583200173284301006","MATSON, INC. FEDERAL ELECTION COMMITTEE","UNK","Committee","C00024752","fec","C00024752"
"C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE (GEPAC)","TALWAR, MARIE","1299 PENNSYLVANIA AVE NW","SUITE 900","WASHINGTON","DC","20004","B","Q","UNK","M","C","GENERAL ELECTRIC COMPANY","","1583200173294819847","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE (GEPAC)","UNK","Committee","C00024869","fec","C00024869"
"C00024935","NORTHERN TRUST CORPORATION POLITICAL ACTION COMMITTEE (NORTHERN TRUST PAC)","WENDY MAUSOLF","50 SOUTH LASALLE STREET - M-9","","CHICAGO","IL","60603","B","Q","UNK","Q","C","","","1583200173294327069","NORTHERN TRUST CORPORATION POLITICAL ACTION COMMITTEE (NORTHERN TRUST PAC)","UNK","Committee","C00024935","fec","C00024935"
"C00024968","AMERICAN OPTOMETRIC ASSOCIATION POLITICAL ACTION COMMITTEE","NGUYEN, STEVEN O.D.","1505 PRINCE STREET","SUITE 300","ALEXANDRIA","VA","22314","B","Q","UNK","M","M","AMERICAN OPTOMETRIC ASSOCIATION","","1583200173294839848","AMERICAN OPTOMETRIC ASSOCIATION POLITICAL ACTION COMMITTEE","UNK","Committee","C00024968","fec","C00024968"
"C00025254","MINNESOTA DEMOCRATIC-FARMER-LABOR PARTY","MOROLES, TYLER","255 E PLATO BLVD","","SAINT PAUL","MN","55107","U","Y","DEM","M","","MINNESOTA SECOND DISTRICT VICTORY COMMITTEE","","1583200173294884767","MINNESOTA DEMOCRATIC-FARMER-LABOR PARTY","DEM","Committee","C00025254","fec","C00025254"
"C00025379","FRIENDS OF JOHN LAFALCE","FLYNN, LINDA","33 N. EL MOLINO AVE.","APT. 205","PASADENA","CA","91101","P","H","DEM","Q","","NONE","H6NY36015","1583200173294856921","FRIENDS OF JOHN LAFALCE","DEM","Committee","C00025379","fec","C00025379"
"C00025395","PUBLIC SERVICE COMPANY OF NEW MEXICO RESPONSIBLE CITIZENS GROUP","TARRY, JOSEPH DON MR.","414 SILVER SW","MS 1035","ALBUQUERQUE","NM","87158","B","Q","UNK","Q","C","PUBLIC SERVICE COMPANY OF NEW MEXICO RESPONSIBLE CITIZENS GROUP","","1583200173294925193","PUBLIC SERVICE COMPANY OF NEW MEXICO RESPONSIBLE CITIZENS GROUP","UNK","Committee","C00025395","fec","C00025395"
"C00025536","TRW AUTOMOTIVE INC. GOOD GOVERNMENT FUND (TRW GOOD GOVERNMENT FUND)","KIRKWOOD, SARAH","12001 TECH CENTER DRIVE","","LIVONIA","MI","481502122","U","Q","UNK","M","C","","","1583200173294407251","TRW AUTOMOTIVE INC. GOOD GOVERNMENT FUND (TRW GOOD GOVERNMENT FUND)","UNK","Committee","C00025536","fec","C00025536"
"C00025668","BANK OF HAWAII CORPORATION SPECIAL POLITICAL EDUCATION COMMITTEE","NAKAMURA, GALEN","P.O. BOX 2900","","HONOLULU","HI","96846","U","Q","","Q","C","BANK OF HAWAII","","1583200173294439167","BANK OF HAWAII CORPORATION SPECIAL POLITICAL EDUCATION COMMITTEE","","Committee","C00025668","fec","C00025668"
"C00027342","INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS POLITICAL ACTION COMMITTEE","KENNETH COOPER","900 SEVENTH ST, NW","","WASHINGTON","DC","20001","U","Q","","M","L","","","1583200173294126539","INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS POLITICAL ACTION COMMITTEE","","Committee","C00027342","fec","C00027342"
"C00027359","INT'L ASSOCIATION OF BRIDGE, STRUCTURAL, ORNAMENTAL AND REINFORCING IRON WORKERS (IPAL)","DEAN, WILLIAM KENNETH","1750 NEW YORK AVE. NW","SUITE 400","WASHINGTON","DC","20006","B","Q","","M","L","INT'L. ASSOCIATION OF BRIDGE, STRUCTURAL, ORNAMENTAL & REINFORCING IRON WORKERS","","1583200173294863519","INT'L ASSOCIATION OF BRIDGE, STRUCTURAL, ORNAMENTAL AND REINFORCING IRON WORKERS (IPAL)","","Committee","C00027359","fec","C00027359"
"C00027466","NRSC","DAVIS, KEITH","425 2ND STREET NE","","WASHINGTON","DC","20002","U","Y","REP","M","","2018 TILLIS SENATE CANDIDATE FUND","S4AK00214","1583200173294946421","NRSC","REP","Committee","C00027466","fec","C00027466"
"C00027532","AMERICAN MARITIME OFFICERS VOLUNTARY POLITICAL ACTION FUND","MURDOCK, CHARLES","P.O. BOX 66","","DAIA BEACH","FL","330040066","B","Q","","M","L","AMERICAN MARITIME OFFICERS","","1583200173294167662","AMERICAN MARITIME OFFICERS VOLUNTARY POLITICAL ACTION FUND","","Committee","C00027532","fec","C00027532"
"C00028415","WYOMING MEDICAL POLITICAL ACTION COMMITTEE","SHELIA BUSH","PO BOX DRAWER 4009","","CHEYENNE","WY","82003","U","Q","","Q","T","","","1583200173294354785","WYOMING MEDICAL POLITICAL ACTION COMMITTEE","","Committee","C00028415","fec","C00028415"
"C00028787","NATIONAL CATTLEMEN'S BEEF ASSOCIATION POLITICAL ACTION COMMITTEE (NCBA-PAC)","EVANS, DOUG MR","1275 PENNSYLVANIA AVENUE NW","SUITE 801","WASHINGTON","DC","20004","B","Q","","M","T","NATIONAL CATTLEMEN'S BEEF ASSOCIATION","","1583200173294654092","NATIONAL CATTLEMEN'S BEEF ASSOCIATION POLITICAL ACTION COMMITTEE (NCBA-PAC)","","Committee","C00028787","fec","C00028787"
"C00028860","AMERICAN FEDERATION OF TEACHERS, AFL-CIO COMMITTEE ON POLITICAL EDUCATION","JOHNSON, LORRETTA","555 NEW JERSEY AVENUE, NW","","WASHINGTON","DC","20001","B","Q","","M","L","","","1583200173294407589","AMERICAN FEDERATION OF TEACHERS, AFL-CIO COMMITTEE ON POLITICAL EDUCATION","","Committee","C00028860","fec","C00028860"
"C00029348","AMERICAN FOREST & PAPER ASSOCIATION POLITICAL ACTION COMMITTEE","BARTHELD, ELIZABETH","1101 K STREET, NW","SUITE 700","WASHINGTON","DC","20005","B","Q","","M","T","AMERICAN FOREST & PAPER ASSOCIATION","","1583200173294661514","AMERICAN FOREST & PAPER ASSOCIATION POLITICAL ACTION COMMITTEE","","Committee","C00029348","fec","C00029348"
"C00029447","INTERNATIONAL ASSOCIATION OF FIREFIGHTERS INTERESTED IN REGISTRATION AND EDUCATION PAC","KELLY, EDWARD A.","1750 NEW YORK AVENUE, NW","","WASHINGTON","DC","20006","B","Q","","M","L","INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS","","1583200173294124655","INTERNATIONAL ASSOCIATION OF FIREFIGHTERS INTERESTED IN REGISTRATION AND EDUCATION PAC","","Committee","C00029447","fec","C00029447"
"C00029504","ENGINEERS POLITICAL EDUCATION COMMITTEE (EPEC)/INTERNATIONAL UNION OF OPERATING ENGINEERS","HICKEY, BRIAN E. MR.","1125 17TH ST, NW","","WASHINGTON","DC","20036","B","Q","UNK","M","L","IUOE LOCAL 965 PEF","","1583200173295368701","ENGINEERS POLITICAL EDUCATION COMMITTEE (EPEC)/INTERNATIONAL UNION OF OPERATING ENGINEERS","UNK","Committee","C00029504","fec","C00029504"
"C00030676","UNITED STATES STEEL CORPORATION POLITICAL ACTION COMMITTEE","RUPPEN, LORI","600 GRANT STREET, ROOM 669","","PITTSBURGH","PA","15219","U","Q","NNE","M","C","UNITED STATES STEEL CORPORATION","","1583200173295408639","UNITED STATES STEEL CORPORATION POLITICAL ACTION COMMITTEE","NNE","Committee","C00030676","fec","C00030676"
"C00030718","NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE","FLOR, JOHN R MR.","430 NORTH MICHIGAN AVENUE","","CHICAGO","IL","606114011","B","Q","UNK","M","M","CALIFORNIA REAL ESTATE POLITICAL ACTION COMMITTEE","","1583200173295553492","NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE","UNK","Committee","C00030718","fec","C00030718"
"C00030734","DISTILLED SPIRITS COUNCIL OF THE UNITED STATES INC POLITICAL ACTION COMMITTEE","LOCASCIO, CHRISTINE","1250 EYE ST., NW #400","","WASHINGTON","DC","20005","B","Q","","Q","T","NONE","","1583200173295888024","DISTILLED SPIRITS COUNCIL OF THE UNITED STATES INC POLITICAL ACTION COMMITTEE","","Committee","C00030734","fec","C00030734"
"C00030809","NATIONAL COMMUNITY PHARMACISTS ASSOCIATION - PAC","LAVIOLETTE, KARRY MS.","100 DAINGERFIELD ROAD","","ALEXANDRIA","VA","223142885","B","Q","","M","M","NATIONAL COMMUNITY PHARMACISTS ASSOCIATION","","1583200173295231871","NATIONAL COMMUNITY PHARMACISTS ASSOCIATION - PAC","","Committee","C00030809","fec","C00030809"
"C00031054","MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE","KORNAK, TRACI","606 TOWNSEND ST.","","LANSING","MI","48933","U","Y","DEM","M","","DNC VICTORY FUND","","1583200173295913933","MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE","DEM","Committee","C00031054","fec","C00031054"
"C00031088","WASHINGTON STATE REPUBLICAN PARTY","BRADY, DANIEL J MR.","11811 NE 1ST ST","STE A306","BELLEVUE","WA","980053033","U","Y","REP","M","","WIN THE FUTURE FUND","","1583200173295455528","WASHINGTON STATE REPUBLICAN PARTY","REP","Committee","C00031088","fec","C00031088"
"C00032334","NEBRASKA REPUBLICAN PARTY","KROGH, RODNEY","1610 N ST","","LINCOLN","NE","685081871","U","Y","REP","M","","NRSC TARGETED STATE VICTORY","","158320017329528105","NEBRASKA REPUBLICAN PARTY","REP","Committee","C00032334","fec","C00032334"
"C00032607","SYNOVUS FINANCIAL CORP. FUND FOR EFFECTIVE LEADERSHIP","KAMENSKY, ALLAN","PO BOX 120","","COLUMBUS","GA","31902","U","Q","NNE","M","C","SYNOVUS FINANCIAL CORP.","","1583200173295918613","SYNOVUS FINANCIAL CORP. FUND FOR EFFECTIVE LEADERSHIP","NNE","Committee","C00032607","fec","C00032607"
"C00032698","INDEPENDENT COMMUNITY BANKERS OF AMERICA POLITICAL ACTION COMMITTEE","MERSKI, PAUL MR.","1615 L STREET, NW","SUITE 900","WASHINGTON","DC","20036","B","Q","UNK","M","T","INDEPENDENT COMMUNITY BANKERS OF AMERICA","","1583200173295326993","INDEPENDENT COMMUNITY BANKERS OF AMERICA POLITICAL ACTION COMMITTEE","UNK","Committee","C00032698","fec","C00032698"
"C00032797","NATIONAL GOOD GOVERNMENT FUND","WALL, DAVID MR.","1001 FANNIN","SUITE 2500","HOUSTON","TX","77002","B","Q","UNK","M","W","NONE","","158320017329538594","NATIONAL GOOD GOVERNMENT FUND","UNK","Committee","C00032797","fec","C00032797"
"C00032979","D.R.I.V.E. - DEMOCRAT, REPUBLICAN, INDEPENDENT VOTER EDUCATION (THE PAC OF THE INTERNATIONAL BROTHERHOOD OF TEAMSTERS)","HALL, KEN","25 LOUISIANA AVE., NW","","WASHINGTON","DC","20001","U","Q","NNE","M","L","INTERNATIONAL BROTHERHOOD OF TEAMSTERS","","1583200173295869824","D.R.I.V.E. - DEMOCRAT, REPUBLICAN, INDEPENDENT VOTER EDUCATION (THE PAC OF THE INTERNATIONAL BROTHERHOOD OF TEAMSTERS)","NNE","Committee","C00032979","fec","C00032979"
"C00032995","AMALGAMATED TRANSIT UNION - COPE","COSTA, JOHN","10000 NEW HAMPSHIRE AVE.","","SILVER SPRING","MD","20903","B","Q","","M","L","AMALGAMATED TRANSIT UNION","","1583200173295320589","AMALGAMATED TRANSIT UNION - COPE","","Committee","C00032995","fec","C00032995"
"C00033134","COLORADO REPUBLICAN COMMITTEE","ELSNER, RICHARD","5950 S. WILLOW DRIVE","SUITE 302","GREENWOOD VILLAGE","CO","80111","U","Y","REP","M","","TAKE BACK THE HOUSE 2020","","1583200173295511669","COLORADO REPUBLICAN COMMITTEE","REP","Committee","C00033134","fec","C00033134"
"C00033423","HSBC NORTH AMERICA FEDERAL, STATE AND LOCAL POLITICAL ACTION COMMITTEE (HSBC COMBINED PAC)","GEFFROY, MICHAEL G","1401 I STREET NW","SUITE 500","WASHINGTON","DC","20005","B","Q","UNK","M","C","HSBC NORTH AMERICA","","1583200173295135697","HSBC NORTH AMERICA FEDERAL, STATE AND LOCAL POLITICAL ACTION COMMITTEE (HSBC COMBINED PAC)","UNK","Committee","C00033423","fec","C00033423"
"C00033431","TENTH CONGRESSIONAL DISTRICT DEMOCRATIC COMMITTEE","GIELEGHEM, SARA HARROD  ","230 NORTH AVENUE","SUITE10","MT. CLEMENS","MI","48043","U","Y","DEM","A","","","","1583200173295543023","TENTH CONGRESSIONAL DISTRICT DEMOCRATIC COMMITTEE","DEM","Committee","C00033431","fec","C00033431"
"C00033555","FLOWERS FOODS, INC. POLITICAL ACTION COMMITTEE","JONES, LINDA GAIL","1919 FLOWERS CIRCLE","","THOMASVILLE","GA","31757","U","Q","","M","C","FLOWERS FOODS INC.","","1583200173295377312","FLOWERS FOODS, INC. POLITICAL ACTION COMMITTEE","","Committee","C00033555","fec","C00033555"
"C00033589","CORNING INCORPORATED EMPLOYEES POLITICAL ACTION COMMITTEE (COREPAC)","REGAN, TIMOTHY J.","325 7TH STREET NW","SUITE 600","WASHINGTON","DC","20004","B","Q","","M","C","CORNING INCORPORATED","","1583200173295441583","CORNING INCORPORATED EMPLOYEES POLITICAL ACTION COMMITTEE (COREPAC)","","Committee","C00033589","fec","C00033589"
"C00033704","FMC CORPORATION GOOD GOVERNMENT PROGRAM","HOLLINGER, VICTORIA","660 N CAPITOL STREET, NW","SUITE 860","WASHINGTON","DC","20001","B","Q","","M","C","FMC CORPORATION","","1583200173296675480","FMC CORPORATION GOOD GOVERNMENT PROGRAM","","Committee","C00033704","fec","C00033704"
"C00033779","THE REAL ESTATE ROUNDTABLE POLITICAL ACTION COMMITTEE (REALPAC)","DEBOER, JEFFREY MR.","801 PENNSYLVANIA AVENUE, NW","SUITE 720","WASHINGTON","DC","20004","B","Q","","M","T","THE REAL ESTATE ROUNDTABLE","","1583200173296355070","THE REAL ESTATE ROUNDTABLE POLITICAL ACTION COMMITTEE (REALPAC)","","Committee","C00033779","fec","C00033779"
"C00033795","AZ COTTON GROWERS ASSOCATION","ROGERS, KEVIN G","9885 S PRIEST DRIVE","STE 102","TEMPE","AZ","85284","U","Q","NAT","Q","T","AZ COTTON GROWERS ASSOCATION","","1583200173296130702","AZ COTTON GROWERS ASSOCATION","NAT","Committee","C00033795","fec","C00033795"
"C00033969","NOVARTIS CORPORATION POLITICAL ACTION COMMITTEE","FARBER, LEO A","801 PENNSYLVANIA AVE. NW SUITE 700","","WASHINGTON","DC","20004","B","Q","NNE","M","C","NOVARTIS CORPORATION","","1583200173296491005","NOVARTIS CORPORATION POLITICAL ACTION COMMITTEE","NNE","Committee","C00033969","fec","C00033969"
"C00033977","R.R. DONNELLEY & SONS COMPANY GOOD GOVERNMENT FUND","PECARIC, JOHN","35 WEST WACKER DR.","","CHICAGO","IL","60601","U","Q","UNK","M","C","","","1583200173296763955","R.R. DONNELLEY & SONS COMPANY GOOD GOVERNMENT FUND","UNK","Committee","C00033977","fec","C00033977"
"C00034033","SOUTH CAROLINA REPUBLICAN PARTY","THOMSON, SHARON","1913 MARION ST.",".","COLUMBIA","SC","29201","U","Y","REP","M","","TEAM DUNCAN","","1583200173297475731","SOUTH CAROLINA REPUBLICAN PARTY","REP","Committee","C00034033","fec","C00034033"
"C00034066","DISTRICT 1199C NAT'L UNION OF HOSPITAL & HEALTH CARE EMPLOYEES POLITICAL ACTION FUND","SALIMA PACE","1319 LOCUST STREET","","PHILA","PA","19107","U","Q","UNK","Q","L","","","1583200173297917689","DISTRICT 1199C NAT'L UNION OF HOSPITAL & HEALTH CARE EMPLOYEES POLITICAL ACTION FUND","UNK","Committee","C00034066","fec","C00034066"
"C00034132","FLUOR CORPORATION POLITICAL ACTION COMMITTEE (FLUOR PAC)","KEYES, KEN","6700 LAS COLINAS BOULEVARD","","IRVING","TX","75039","B","Q","","M","C","FLUOR CORPORATION","","1583200173297439242","FLUOR CORPORATION POLITICAL ACTION COMMITTEE (FLUOR PAC)","","Committee","C00034132","fec","C00034132"
"C00034157","AFLAC POLITICAL ACTION COMMITTEE (AFLAC PAC)","J. MATTHEW LOUDERMILK","1932 WYNNTON ROAD","","COLUMBUS","GA","31999","B","Q","UNK","M","C","","","1583200173297334288","AFLAC POLITICAL ACTION COMMITTEE (AFLAC PAC)","UNK","Committee","C00034157","fec","C00034157"
"C00034256","NATIONAL WOMEN'S POLITICAL CAUCUS CAMPAIGN SUPPORT COMMITTEE","WILMARTH, PAULA","1001 CONN AVE, NW","SUITE 1020","WASHINGTON","DC","20036","U","Q","UNK","Q","M","NATIONAL WOMEN'S POLITICAL CAUCUS CAMPAIGN SUPPORT COMMITTEE","","1583200173297687530","NATIONAL WOMEN'S POLITICAL CAUCUS CAMPAIGN SUPPORT COMMITTEE","UNK","Committee","C00034256","fec","C00034256"
"C00034272","NATIONAL CHICKEN COUNCIL POLITICAL ACTION COMMITTEE (FKA) NATIONAL BROILER COUNCIL PAC","BROWN, MICHAEL J. MR.","1152 FIFTEENTH STREET NW","SUITE 430","WASHINGTON","DC","20005","U","Q","","Q","T","NATIONAL CHICKEN COUNCIL","","1583200173297693186","NATIONAL CHICKEN COUNCIL POLITICAL ACTION COMMITTEE (FKA) NATIONAL BROILER COUNCIL PAC","","Committee","C00034272","fec","C00034272"
"C00034298","PPG INDUSTRIES, INC. PAC","JANKOWSKI, A JOHN","ONE PPG PLACE","ATTN: GABE PELLATHY","PITTSBURGH","PA","15272","B","Q","","M","C","PPG INDUSTRIES, INC.","","158320017329761059","PPG INDUSTRIES, INC. PAC","","Committee","C00034298","fec","C00034298"
"C00034330","OWENS-ILLINOIS INC EMPLOYEES GOOD CITIZENSHIP FUND","STEEN, DANIEL K","ONE O-I PLAZA","ONE MICHAEL OWENS WAY","PERRYSBURG","OH","435512999","U","Q","NAT","M","C","","","1583200173297267762","OWENS-ILLINOIS INC EMPLOYEES GOOD CITIZENSHIP FUND","NAT","Committee","C00034330","fec","C00034330"
"C00034355","PACCAR POLITICAL INTEREST COMMITTEE","MICHAEL K WALTON","777 106TH AVE NE","PO BOX 1518","BELLEVUE","WA","98009","U","Q","UNK","M","C","","","1583200173297292658","PACCAR POLITICAL INTEREST COMMITTEE","UNK","Committee","C00034355","fec","C00034355"
"C00034405","INTERNATIONAL PAPER POLITICAL ACTION COMMITTEE (IP-PAC)","KILLION JOYCE, MEAGHAN","1101 PENNSYLVANIA AVENUE NW","SUITE 200","WASHINGTON","DC","20004","B","Q","UNK","M","C","INTERNATIONAL PAPER","","1583200173297635560","INTERNATIONAL PAPER POLITICAL ACTION COMMITTEE (IP-PAC)","UNK","Committee","C00034405","fec","C00034405"
"C00034470","DIAGEO NORTH AMERICA, INC.  EMPLOYEES' POLITICAL PARTICIPATION COMMITTEE","MASON, DAVID","801 MAIN AVENUE","","NORWALK","CT","068511127","B","Q","","M","C","DIAGEO NORTH AMERICA, INC.","","1583200173298392664","DIAGEO NORTH AMERICA, INC.  EMPLOYEES' POLITICAL PARTICIPATION COMMITTEE","","Committee","C00034470","fec","C00034470"
"C00034488","ANHEUSER-BUSCH COMPANIES INC. POLITICAL ACTION COMMITTEE","TERNET, CHRISTOPHER","ONE BUSCH PLACE 202-7","","ST. LOUIS","MO","631181852","B","Q","UNK","M","C","ANHEUSER-BUSCH COMPANIES INC.","","1583200173298938227","ANHEUSER-BUSCH COMPANIES INC. POLITICAL ACTION COMMITTEE","UNK","Committee","C00034488","fec","C00034488"
"C00034595","WELLS FARGO AND COMPANY EMPLOYEE PAC (AKA WELLS FARGO EMPLOYEE PAC)","AIMONE, SHANNON MS.","90 S. 7TH STREET  MAC N9305-16C","","MINNEAPOLIS","MN","55402","B","Q","","M","C","WELLS FARGO AND COMPANY","","1583200173298227832","WELLS FARGO AND COMPANY EMPLOYEE PAC (AKA WELLS FARGO EMPLOYEE PAC)","","Committee","C00034595","fec","C00034595"
"C00034645","AMERICAN SOCIETY FOR CLINICAL LABORATORY SCIENCE POLITICAL ACTION COMMITTEE (FKA ASMT/PAC)","EVANS, DIANE","1861 INTERNATIONAL DRIVE","#200","TYSONS CORNER","VA","22102","U","Q","","Q","M","AMERICAN SOCIETY FOR CLINICAL LABORATORY SCIENCE","","1583200173298693832","AMERICAN SOCIETY FOR CLINICAL LABORATORY SCIENCE POLITICAL ACTION COMMITTEE (FKA ASMT/PAC)","","Committee","C00034645","fec","C00034645"
"C00034678","AMERICAN WATERWAYS OPERATORS-PAC","MANION, JOE","801 N. QUINCY STREET, SUITE 200","","ARLINGTON","VA","22203","B","Q","UNK","M","T","THE AMERICAN WATERWAYS OPERATORS","","1583200173298371597","AMERICAN WATERWAYS OPERATORS-PAC","UNK","Committee","C00034678","fec","C00034678"
"C00034728","TRUE COMPANIES RESPONSIBLE GOVERNMENT COMMITTEE","MILLER, CHERIE MS","455 NORTH POPLAR ST.","P.O. BOX 2360","CASPER","WY","82602","U","Q","UNK","Q","W","TRUE COMPANIES","","158320017329823067","TRUE COMPANIES RESPONSIBLE GOVERNMENT COMMITTEE","UNK","Committee","C00034728","fec","C00034728"
"C00034785","ACPAC ACA INTERNATIONAL POLITICAL ACTION COMMITTEE","BEVINGTON, RAE ANN","509 2ND STREET, NE","","WASHINGTON","DC","20002","B","Q","","M","T","ACA INTERNATIONAL","","1583200173298592337","ACPAC ACA INTERNATIONAL POLITICAL ACTION COMMITTEE","","Committee","C00034785","fec","C00034785"
